"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Malaysia","1991","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","43867",""
"Malaysia","1991","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","45630",""
"Malaysia","1991","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","43504",""
"Malaysia","1991","Total","December","Data tabulated by year of occurrence","Final figure, complete","1992","40479",""
"Malaysia","1990","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1991","497522",""
"Malaysia","1990","Total","January","Data tabulated by year of occurrence","Final figure, complete","1991","41316",""
"Malaysia","1990","Total","February","Data tabulated by year of occurrence","Final figure, complete","1991","38575",""
"Malaysia","1990","Total","March","Data tabulated by year of occurrence","Final figure, complete","1991","41608",""
"Malaysia","1990","Total","April","Data tabulated by year of occurrence","Final figure, complete","1991","40916",""
"Malaysia","1990","Total","May","Data tabulated by year of occurrence","Final figure, complete","1991","41850",""
"Malaysia","1990","Total","June","Data tabulated by year of occurrence","Final figure, complete","1991","40693",""
"Malaysia","1990","Total","July","Data tabulated by year of occurrence","Final figure, complete","1991","42422",""
"Malaysia","1990","Total","August","Data tabulated by year of occurrence","Final figure, complete","1991","43525",""
"Malaysia","1990","Total","September","Data tabulated by year of occurrence","Final figure, complete","1991","43102",""
"Malaysia","1990","Total","October","Data tabulated by year of occurrence","Final figure, complete","1991","45167",""
"Malaysia","1990","Total","November","Data tabulated by year of occurrence","Final figure, complete","1991","41240",""
"Malaysia","1990","Total","December","Data tabulated by year of occurrence","Final figure, complete","1991","37108",""

"footnoteSeqID","Footnote"
"1","Unrevised data."
