GCHN v3 temperature data version: ghcnm.tavg.v3.3.0.20170707,,,
StationID,PENANG/BAYAN,50548601000,
FormattedDate,Date,T(degC),Prcp(mm)
2006-06,2006.458,27.4,218
2006-07,2006.542,28,189
2006-08,2006.625,28,130
2006-09,2006.708,27.1,167
2006-10,2006.792,27.4,213
2006-11,2006.875,27,213
2006-12,2006.958,27.8,141
2007-01,2007.042,27.7,128
2007-02,2007.125,28.2,40
2007-03,2007.208,27.9,125
2007-04,2007.292,28,280
2007-05,2007.375,28.6,144
2007-06,2007.458,27.9,133
2007-07,2007.542,27.6,229
2007-08,2007.625,27.6,183
2007-09,2007.708,27.2,480
2007-10,2007.792,26.7,300
2007-11,2007.875,27,146
2007-12,2007.958,26.9,139
2008-01,2008.042,28,89
2008-02,2008.125,27.8,44
2008-03,2008.208,27.3,222
2008-04,2008.292,27.9,255
2008-05,2008.375,28.2,88
2008-06,2008.458,27.8,254
2008-07,2008.542,27.4,271
2008-08,2008.625,27.5,230
2008-09,2008.708,26.9,524
2008-10,2008.792,27.1,362
2008-11,2008.875,27.4,146
2008-12,2008.958,27.5,86
2009-01,2009.042,27.5,57
2009-02,2009.125,27.8,184
2009-03,2009.208,27.5,230
2009-04,2009.292,28,238
2009-05,2009.375,28,414
2009-06,2009.458,28.7,110
2009-07,2009.542,28,251
2009-08,2009.625,27.2,591
2009-09,2009.708,27.8,211
2009-10,2009.792,27.4,191
2009-11,2009.875,27.5,212
2009-12,2009.958,27.5,256
2010-01,2010.042,28.2,26
2010-02,2010.125,29.3,39
2010-03,2010.208,29.1,122
2010-04,2010.292,29.1,201
2010-05,2010.375,29.3,85
2010-06,2010.458,28.2,366
2010-07,2010.542,27.8,176
2010-08,2010.625,28.2,189
2010-09,2010.708,27.7,128
2010-10,2010.792,28.1,189
2010-11,2010.875,27,358
2010-12,2010.958,26.5,193
2011-01,2011.042,27,77
2011-02,2011.125,28,33
2011-03,2011.208,27.1,402
2011-04,2011.292,28.1,
2011-05,2011.375,28.3,
2011-06,2011.458,28.4,
2011-07,2011.542,28.2,
2011-08,2011.625,27.4,
2011-09,2011.708,27.4,
2011-10,2011.792,27.3,
2011-11,2011.875,27.1,
2011-12,2011.958,27.5,
2012-01,2012.042,27.8,
2012-02,2012.125,27.9,
2012-03,2012.208,27.6,
2012-04,2012.292,28,
2012-05,2012.375,28.1,
2012-06,2012.458,28.6,
2012-07,2012.542,27.9,
2012-08,2012.625,28.1,
2012-09,2012.708,27.4,
2012-10,2012.792,27.4,
2012-11,2012.875,27.5,
2012-12,2012.958,27.6,
2013-01,2013.042,28.1,
2013-02,2013.125,27.7,
2013-03,2013.208,29.3,
2013-04,2013.292,28.8,
2013-05,2013.375,29.2,
2013-06,2013.458,28.7,
2013-07,2013.542,28.2,
2013-08,2013.625,28.1,
2013-09,2013.708,27.7,
2013-10,2013.792,27.3,
2013-11,2013.875,27.7,
2013-12,2013.958,28,
2014-01,2014.042,27.8,
2014-02,2014.125,28.5,
2014-03,2014.208,29.3,
2014-04,2014.292,28.6,
2014-05,2014.375,28.6,
2014-06,2014.458,29.4,
2014-07,2014.542,28.9,
2014-08,2014.625,27.7,
2014-09,2014.708,27.9,
2014-10,2014.792,27.9,
2014-11,2014.875,27.8,
2014-12,2014.958,27.2,
2015-01,2015.042,27.9,
2015-02,2015.125,28.6,
2015-03,2015.208,28.8,
2015-04,2015.292,28.3,
2015-05,2015.375,28.6,
2015-06,2015.458,28.5,
2015-07,2015.542,28.3,
2015-08,2015.625,27.7,
2015-09,2015.708,27,
2015-10,2015.792,26.7,
2015-11,2015.875,26.2,
2015-12,2015.958,27,
2016-01,2016.042,28,
2016-02,2016.125,28.1,
2016-03,2016.208,29,
2016-04,2016.292,29,
2016-05,2016.375,27.9,
2016-06,2016.458,27.8,
2016-07,2016.542,27.9,
2016-08,2016.625,28.4,
2016-09,2016.708,27.9,
2016-10,2016.792,27.5,
2016-11,2016.875,27.4,
2016-12,2016.958,27.4,
