id,year,parl_code,won_party_code,won_remarks,total,total_electionday,spoilt,unreturned_ballot,race_malay,race_malay_p,race_indian,race_indian_p,race_chinese,race_chinese_p,race_others,race_iban,race_orgulu,race_bidayuh,race_malanau,race_muslimbumiputera,race_nonmuslimbumiputera,race_bumisabah,race_bumisarawak,race_orgasli,analysis
681,2013,P13,UMNO,,46786,41992,631,0,43458,92.71,93,0.2,771,1.64,2552,0,0,0,0,0,0,0,0,0,
682,2013,P14,UMNO,,85908,74283,1329,0,55531,64.52,15040,17.48,14429,16.77,1065,0,0,0,0,0,0,0,0,0,
683,2013,P15,PKR,,93176,80771,959,0,54913,58.83,11173,11.97,26747,28.66,503,0,0,0,0,0,0,0,0,0,
684,2013,P16,UMNO,,93168,82904,1081,0,82829,88.7,4376,4.69,4749,5.09,1422,0,0,0,0,0,0,0,0,0,
685,2013,P17,PKR,,74095,64387,1223,0,41223,55.52,16736,22.54,15925,21.45,361,0,0,0,0,0,0,0,0,0,
686,2013,P18,UMNO,,60910,52532,839,0,41243,67.54,7857,12.87,11780,19.29,182,0,0,0,0,0,0,0,0,0,
687,2013,P19,PAS,,98632,82764,1086,0,91373,92.45,161,0.16,3297,3.34,4001,0,0,0,0,0,0,0,0,0,
688,2013,P20,PAS,,64409,54797,683,0,63089,97.76,94,0.15,1043,1.62,306,0,0,0,0,0,0,0,0,0,
689,2013,P21,PAS,,81268,66084,666,0,67447,82.84,691,0.85,12862,15.8,415,0,0,0,0,0,0,0,0,0,
690,2013,P22,PAS,,71965,59930,1115,0,69528,96.4,50,0.07,2391,3.32,153,0,0,0,0,0,0,0,0,0,
691,2013,P23,PAS,,52903,41804,632,0,52040,98.18,32,0.06,388,0.73,547,0,0,0,0,0,0,0,0,0,
692,2013,P24,PAS,,65390,54884,605,0,64093,97.85,104,0.16,1188,1.81,117,0,0,0,0,0,0,0,0,0,
693,2013,P25,PAS,,81566,71583,946,0,80460,98.44,35,0.04,936,1.15,302,0,0,0,0,0,0,0,0,0,
694,2013,P26,UMNO,,62217,53726,876,0,60327,96.77,51,0.08,1136,1.82,827,0,0,0,0,0,0,0,0,0,
695,2013,P27,UMNO,,58237,49872,876,0,55116,94.45,426,0.73,2405,4.12,409,0,0,0,0,0,0,0,0,0,
696,2013,P28,PAS,,76259,66040,770,0,74954,98.09,27,0.04,838,1.1,598,0,0,0,0,0,0,0,0,0,
697,2013,P29,UMNO,,59226,51244,729,0,56976,96.01,103,0.17,2166,3.65,99,0,0,0,0,0,0,0,0,0,
698,2013,P30,UMNO,,43224,37599,422,0,42661,98.43,42,0.1,104,0.24,533,0,0,0,0,0,0,0,0,0,
699,2013,P31,PAS,,63101,54515,720,0,59396,93.95,849,1.34,2829,4.47,147,0,0,0,0,0,0,0,0,0,
700,2013,P32,UMNO,,40176,35033,712,0,32326,80.27,232,0.58,2788,6.92,4925,0,0,0,0,0,0,0,0,0,
701,2013,P33,UMNO,,72566,62763,641,0,71204,97.94,66,0.09,1161,1.6,272,0,0,0,0,0,0,0,0,0,
702,2013,P34,UMNO,,67280,59139,686,0,67028,99.44,17,0.03,245,0.36,117,0,0,0,0,0,0,0,0,0,
703,2013,P35,PAS,,76238,67882,770,0,75387,98.74,64,0.08,710,0.93,190,0,0,0,0,0,0,0,0,0,
704,2013,P36,PAS,,94406,81898,845,0,84255,89.1,549,0.58,9540,10.09,217,0,0,0,0,0,0,0,0,0,
705,2013,P37,PAS,,90795,81644,800,0,88747,97.6,79,0.09,1960,2.16,140,0,0,0,0,0,0,0,0,0,
706,2013,P38,UMNO,,63543,56491,824,0,63093,99.1,29,0.05,349,0.55,196,0,0,0,0,0,0,0,0,0,
707,2013,P39,PAS,,78174,68047,909,0,74915,95.68,164,0.21,2974,3.8,245,0,0,0,0,0,0,0,0,0,
708,2013,P40,UMNO,,91942,79973,1229,0,85354,92.69,615,0.67,5616,6.1,502,0,0,0,0,0,0,0,0,0,
709,2013,P41,UMNO,,51635,46665,585,0,39478,76.3,2310,4.46,9830,19.0,125,0,0,0,0,0,0,0,0,0,
710,2013,P42,UMNO,,54042,48009,675,0,42229,78.0,3730,6.89,7887,14.57,295,0,0,0,0,0,0,0,0,0,
711,2013,P43,DAP,,68503,59735,634,0,10616,15.47,9984,14.55,47717,69.53,311,0,0,0,0,0,0,0,0,0,
712,2013,P44,PKR,,71699,63332,672,0,50389,70.17,4421,6.16,16571,23.08,427,0,0,0,0,0,0,0,0,0,
713,2013,P45,DAP,,78996,69403,712,0,14955,18.9,7600,9.6,56310,71.16,272,0,0,0,0,0,0,0,0,0,
714,2013,P46,DAP,,57500,50139,723,0,11830,20.54,13353,23.19,32082,55.7,328,0,0,0,0,0,0,0,0,0,
715,2013,P47,PKR,,59345,52538,833,0,26642,44.8,10460,17.59,22197,37.32,171,0,0,0,0,0,0,0,0,0,
716,2013,P48,DAP,,71085,59019,615,0,9900,13.89,7825,10.98,52545,73.74,989,0,0,0,0,0,0,0,0,0,
717,2013,P49,DAP,,51487,42870,495,0,2688,5.2,4706,9.1,44057,85.23,239,0,0,0,0,0,0,0,0,0,
718,2013,P50,DAP,,71247,61441,769,0,15578,21.82,7918,11.09,47481,66.51,415,0,0,0,0,0,0,0,0,0,
719,2013,P51,DAP,,81897,70554,654,0,11848,14.44,8570,10.45,61112,74.49,512,0,0,0,0,0,0,0,0,0,
720,2013,P52,PKR,,79155,68659,850,0,30988,39.07,8664,10.92,38852,48.99,803,0,0,0,0,0,0,0,0,0,
721,2013,P53,UMNO,,49641,43709,612,0,31542,63.4,2046,4.11,15953,32.07,210,0,0,0,0,0,0,0,0,0,
722,2013,P54,UMNO,,32725,27108,494,0,22356,68.13,1196,3.64,5162,15.73,4100,0,0,0,0,0,0,0,0,0,
723,2013,P55,UMNO,,27950,23485,368,0,22932,81.85,425,1.52,4011,14.32,650,0,0,0,0,0,0,0,0,0,
724,2013,P56,BN,,46577,39929,579,0,41395,88.65,2813,6.02,2320,4.97,167,0,0,0,0,0,0,0,0,0,
725,2013,P57,PAS,,51422,44172,618,0,34917,67.77,2536,4.92,13897,26.97,174,0,0,0,0,0,0,0,0,0,
726,2013,P58,UMNO,,54792,46313,1096,0,41480,75.53,5520,10.05,7682,13.99,233,0,0,0,0,0,0,0,0,0,
727,2013,P59,PAS,,71257,60888,748,0,46225,64.74,6877,9.63,17985,25.19,314,0,0,0,0,0,0,0,0,0,
728,2013,P60,DAP,,78148,63749,944,0,29066,37.11,10385,13.26,37536,47.92,1340,0,0,0,0,0,0,0,0,0,
729,2013,P61,UMNO,,28518,24190,410,0,21770,76.19,2017,7.06,4731,16.56,54,0,0,0,0,0,0,0,0,0,
730,2013,P62,PKR,,51596,41561,971,0,17042,32.96,11015,21.3,20245,39.15,3407,0,0,0,0,0,0,0,0,0,
731,2013,P63,UMNO,,89435,76052,1191,0,57287,63.95,10598,11.83,19715,22.01,1982,0,0,0,0,0,0,0,0,0,
732,2013,P64,DAP,,81818,65006,834,0,11609,14.15,4313,5.26,65063,79.32,1040,0,0,0,0,0,0,0,0,0,
733,2013,P65,DAP,,77761,62912,875,0,10565,13.56,17740,22.77,48449,62.18,1166,0,0,0,0,0,0,0,0,0,
734,2013,P66,DAP,,87587,70152,948,0,9385,10.7,12744,14.52,64833,73.89,785,0,0,0,0,0,0,0,0,0,
735,2013,P67,UMNO,,33540,28208,407,0,22823,67.91,2318,6.9,8043,23.93,423,0,0,0,0,0,0,0,0,0,
736,2013,P68,DAP,,49205,39508,687,0,16094,32.64,7330,14.86,25767,52.25,123,0,0,0,0,0,0,0,0,0,
737,2013,P69,UMNO,,33503,28541,532,0,31008,92.29,964,2.87,885,2.63,743,0,0,0,0,0,0,0,0,0,
738,2013,P70,DAP,,63619,49142,816,0,18332,28.74,5870,9.2,38520,60.4,1054,0,0,0,0,0,0,0,0,0,
739,2013,P71,PKR,,97092,81236,1429,0,41608,42.79,8563,8.81,44706,45.97,2366,0,0,0,0,0,0,0,0,0,
740,2013,P72,MIC,,45485,36843,1040,0,21128,46.34,5971,13.1,12702,27.86,5791,0,0,0,0,0,0,0,0,0,
741,2013,P73,UMNO,,51498,43372,1008,0,40780,78.99,1996,3.87,6983,13.53,1867,0,0,0,0,0,0,0,0,0,
742,2013,P74,PKR,,88300,73581,1133,0,45230,51.12,10629,12.01,31290,35.37,1324,0,0,0,0,0,0,0,0,0,
743,2013,P75,UMNO,,39924,32960,716,0,21972,54.89,9419,23.53,7886,19.7,754,0,0,0,0,0,0,0,0,0,
744,2013,P76,DAP,,60483,48649,885,0,23140,38.17,11492,18.96,25418,41.93,570,0,0,0,0,0,0,0,0,0,
745,2013,P77,MCA,,64499,53237,1115,0,34473,53.33,8968,13.87,17614,27.25,3586,0,0,0,0,0,0,0,0,0,
746,2013,P78,MIC,,27980,22748,877,0,9561,34.09,3475,12.39,9056,32.29,5951,0,0,0,0,0,0,0,0,0,
747,2013,P79,UMNO,,32324,26986,426,0,24605,75.93,1862,5.75,5566,17.18,371,0,0,0,0,0,0,0,0,0,
748,2013,P80,DAP,,54214,44943,927,0,27012,49.73,3494,6.43,21905,40.33,1909,0,0,0,0,0,0,0,0,0,
749,2013,P81,UMNO,,58364,49461,905,0,47356,80.99,1623,2.78,7999,13.68,1496,0,0,0,0,0,0,0,0,0,
750,2013,P82,PKR,,64219,54527,689,0,41487,64.51,3916,6.09,18338,28.51,573,0,0,0,0,0,0,0,0,0,
751,2013,P83,PKR,,56280,47723,570,0,35199,62.39,2123,3.76,18691,33.13,405,0,0,0,0,0,0,0,0,0,
752,2013,P84,UMNO,,48067,40694,643,0,39097,81.18,1040,2.16,7163,14.87,859,0,0,0,0,0,0,0,0,0,
753,2013,P85,UMNO,,80260,68218,1275,0,70734,87.99,722,0.9,1807,2.25,7126,0,0,0,0,0,0,0,0,0,
754,2013,P86,UMNO,,38436,32595,572,0,34552,89.68,565,1.47,2645,6.86,768,0,0,0,0,0,0,0,0,0,
755,2013,P87,UMNO,,43003,37548,603,0,38549,89.51,1136,2.64,1368,3.18,2014,0,0,0,0,0,0,0,0,0,
756,2013,P88,PAS,,66105,56441,977,0,42557,64.27,5751,8.69,16036,24.22,1873,0,0,0,0,0,0,0,0,0,
757,2013,P89,MCA,,62266,52503,988,0,27728,44.44,5645,9.05,27378,43.88,1649,0,0,0,0,0,0,0,0,0,
758,2013,P90,UMNO,,50997,42830,965,0,30311,59.33,1991,3.9,16295,31.9,2492,0,0,0,0,0,0,0,0,0,
759,2013,P91,UMNO,,53596,45849,883,0,46850,87.28,618,1.15,1334,2.49,4875,0,0,0,0,0,0,0,0,0,
760,2013,P92,UMNO,,37318,31697,567,0,30102,80.51,1879,5.03,4693,12.55,716,0,0,0,0,0,0,0,0,0,
761,2013,P93,UMNO,,42837,37681,690,0,28149,65.58,793,1.85,13322,31.04,659,0,0,0,0,0,0,0,0,0,
762,2013,P94,MIC,,85697,74939,1443,0,48383,56.36,15069,17.55,20137,23.46,2264,0,0,0,0,0,0,0,0,0,
763,2013,P95,UMNO,,42333,37676,634,0,30677,72.33,4150,9.79,7043,16.61,540,0,0,0,0,0,0,0,0,0,
764,2013,P96,UMNO,,62298,55474,934,0,39769,63.72,13726,21.99,8285,13.28,629,0,0,0,0,0,0,0,0,0,
765,2013,P97,PKR,,105895,92315,1435,0,47859,45.13,18250,17.21,38338,36.15,1608,0,0,0,0,0,0,0,0,0,
766,2013,P98,PKR,,123290,106747,1353,0,90919,73.63,13607,11.02,16338,13.23,2619,0,0,0,0,0,0,0,0,0,
767,2013,P99,PKR,,83135,71398,738,0,45856,55.07,7993,9.6,27869,33.47,1552,0,0,0,0,0,0,0,0,0,
768,2013,P100,PKR,,83857,73074,1022,0,37077,44.17,5451,6.49,40404,48.14,1004,0,0,0,0,0,0,0,0,0,
769,2013,P101,PAS,,127347,112322,1335,0,67032,52.56,14371,11.27,43708,34.27,2426,0,0,0,0,0,0,0,0,0,
770,2013,P102,DAP,,133139,118031,1761,0,52532,39.42,14646,10.99,64809,48.63,1278,0,0,0,0,0,0,0,0,0,
771,2013,P103,DAP,,107010,94325,1251,0,41904,39.11,16906,15.78,46624,43.52,1701,0,0,0,0,0,0,0,0,0,
772,2013,P104,PKR,,101236,86276,1160,0,38273,37.77,18716,18.47,42258,41.7,2090,0,0,0,0,0,0,0,0,0,
773,2013,P105,PKR,,79558,65185,830,0,31935,40.07,13311,16.7,33085,41.51,1368,0,0,0,0,0,0,0,0,0,
774,2013,P106,DAP,,85401,70614,472,0,12079,14.12,6331,7.4,66002,77.16,1124,0,0,0,0,0,0,0,0,0,
775,2013,P107,PKR,,128543,112618,1669,0,61073,47.46,16241,12.62,48941,38.03,2422,0,0,0,0,0,0,0,0,0,
776,2013,P108,PAS,,99957,87942,863,0,69433,69.38,14106,14.1,14955,14.94,1582,0,0,0,0,0,0,0,0,0,
777,2013,P109,PKR,,144159,126709,2379,0,72982,50.55,20651,14.3,48486,33.58,2250,0,0,0,0,0,0,0,0,0,
778,2013,P110,DAP,,97073,84096,1343,0,31344,32.23,19237,19.78,44523,45.78,2148,0,0,0,0,0,0,0,0,0,
779,2013,P111,PAS,,105909,92563,1102,0,46663,44.02,31156,29.39,26283,24.8,1893,0,0,0,0,0,0,0,0,0,
780,2013,P112,PKR,,88474,78551,1517,0,46352,52.3,15194,17.14,22906,25.84,4178,0,0,0,0,0,0,0,0,0,
781,2013,P113,PAS,,84362,74944,1219,0,48446,57.35,13406,15.87,18667,22.1,3952,0,0,0,0,0,0,0,0,0,
782,2013,P114,DAP,,68035,58512,388,0,3050,4.47,4288,6.29,60270,88.43,549,0,0,0,0,0,0,0,0,0,
783,2013,P115,PKR,,85402,71988,606,0,37872,44.28,13740,16.06,32300,37.76,1624,0,0,0,0,0,0,0,0,0,
784,2013,P116,PKR,,67775,58146,375,0,36078,53.17,5765,8.5,24538,36.16,1477,0,0,0,0,0,0,0,0,0,
785,2013,P117,DAP,,75631,64052,485,0,25095,33.13,9084,11.99,39957,52.75,1608,0,0,0,0,0,0,0,0,0,
786,2013,P118,UMNO,,62309,52730,502,0,35027,56.14,6832,10.95,18937,30.35,1594,0,0,0,0,0,0,0,0,0,
787,2013,P119,UMNO,,55282,45513,311,0,37497,67.7,5624,10.15,10997,19.85,1270,0,0,0,0,0,0,0,0,0,
788,2013,P120,DAP,,55721,41772,355,0,8004,14.32,6049,10.82,40872,73.13,962,0,0,0,0,0,0,0,0,0,
789,2013,P121,PKR,,72396,60855,519,0,39970,55.11,14510,20.0,16550,22.82,1503,0,0,0,0,0,0,0,0,0,
790,2013,P122,DAP,,85976,71750,302,0,4537,5.27,5083,5.9,75762,87.98,732,0,0,0,0,0,0,0,0,0,
791,2013,P123,DAP,,72551,59404,315,0,7466,10.27,5234,7.2,59428,81.79,535,0,0,0,0,0,0,0,0,0,
792,2013,P124,PKR,,90993,78147,861,0,47791,52.44,7782,8.54,34121,37.44,1442,0,0,0,0,0,0,0,0,0,
793,2013,P125,UMNO,,15791,14418,73,0,14869,94.12,485,3.07,170,1.08,274,0,0,0,0,0,0,0,0,0,
794,2013,P126,UMNO,,44937,37883,756,0,28409,63.08,2670,5.93,11674,25.92,2281,0,0,0,0,0,0,0,0,0,
795,2013,P127,UMNO,,65213,54701,1097,0,39232,60.05,8517,13.04,16543,25.32,1040,0,0,0,0,0,0,0,0,0,
796,2013,P128,DAP,,102305,87359,1486,0,44690,43.6,13857,13.52,42115,41.08,1845,0,0,0,0,0,0,0,0,0,
797,2013,P129,UMNO,,47671,40147,794,0,36285,75.94,2380,4.98,8066,16.88,1049,0,0,0,0,0,0,0,0,0,
798,2013,P130,DAP,,88403,75651,1208,0,24596,27.78,19577,22.11,42798,48.34,1564,0,0,0,0,0,0,0,0,0,
799,2013,P131,UMNO,,79661,69288,1214,0,56104,70.31,13028,16.33,9889,12.39,772,0,0,0,0,0,0,0,0,0,
800,2013,P132,PKR,,70524,59855,1344,0,29751,42.11,15100,21.37,23887,33.81,1917,0,0,0,0,0,0,0,0,0,
801,2013,P133,UMNO,,57268,48660,1042,0,35187,61.32,7237,12.61,13809,24.06,1153,0,0,0,0,0,0,0,0,0,
802,2013,P134,UMNO,,45952,39742,566,0,37675,81.79,1794,3.89,6162,13.38,431,0,0,0,0,0,0,0,0,0,
803,2013,P135,MCA,,63591,55010,1419,0,37218,58.4,8187,12.85,17714,27.8,606,0,0,0,0,0,0,0,0,0,
804,2013,P136,UMNO,,73282,64289,986,0,49905,67.99,2587,3.52,18307,24.94,2605,0,0,0,0,0,0,0,0,0,
805,2013,P137,PKR,,99438,87939,1052,0,52368,52.59,5667,5.69,40580,40.75,966,0,0,0,0,0,0,0,0,0,
806,2013,P138,DAP,,92322,79464,1168,0,32990,35.66,3340,3.61,54663,59.09,1518,0,0,0,0,0,0,0,0,0,
807,2013,P139,UMNO,,64455,56710,1001,0,45915,71.09,6563,10.16,11715,18.14,393,0,0,0,0,0,0,0,0,0,
808,2013,P140,MIC,,47009,39807,950,0,20618,43.76,4637,9.84,21465,45.56,395,0,0,0,0,0,0,0,0,0,
809,2013,P141,UMNO,,43066,37448,587,0,23917,55.45,1948,4.52,16812,38.98,452,0,0,0,0,0,0,0,0,0,
810,2013,P142,MCA,,37714,31978,689,0,13712,36.29,5672,15.01,17555,46.46,848,0,0,0,0,0,0,0,0,0,
811,2013,P143,UMNO,,46793,40515,809,0,30002,64.0,1813,3.87,14456,30.84,609,0,0,0,0,0,0,0,0,0,
812,2013,P144,UMNO,,69316,60348,1077,0,36649,52.77,3307,4.76,28554,41.11,943,0,0,0,0,0,0,0,0,0,
813,2013,P145,DAP,,67202,58270,1101,0,29378,43.63,1515,2.25,35827,53.21,609,0,0,0,0,0,0,0,0,0,
814,2013,P146,UMNO,,48208,40892,804,0,30027,62.12,717,1.48,17091,35.36,499,0,0,0,0,0,0,0,0,0,
815,2013,P147,UMNO,,56896,49715,952,0,41174,72.2,251,0.44,12824,22.49,2781,0,0,0,0,0,0,0,0,0,
816,2013,P148,MCA,,42913,37747,967,0,23997,55.82,1686,3.92,16318,37.96,990,0,0,0,0,0,0,0,0,0,
817,2013,P149,UMNO,,44816,39818,673,0,28118,62.59,628,1.4,15113,33.64,1062,0,0,0,0,0,0,0,0,0,
818,2013,P150,PKR,,88272,77047,1445,0,45598,51.55,1202,1.36,40335,45.6,1326,0,0,0,0,0,0,0,0,0,
819,2013,P151,GERAKAN,,40143,34670,868,0,22681,56.4,3744,9.31,13320,33.12,472,0,0,0,0,0,0,0,0,0,
820,2013,P152,DAP,,86732,75081,1292,0,34026,39.15,8472,9.75,42812,49.26,1604,0,0,0,0,0,0,0,0,0,
821,2013,P153,UMNO,,41588,35860,809,0,24037,57.67,3718,8.92,12883,30.91,1043,0,0,0,0,0,0,0,0,0,
822,2013,P154,UMNO,,44497,37299,678,0,34945,78.39,573,1.29,7038,15.79,2023,0,0,0,0,0,0,0,0,0,
823,2013,P155,UMNO,,39694,34876,676,0,28624,71.96,2757,6.93,6948,17.47,1446,0,0,0,0,0,0,0,0,0,
824,2013,P156,UMNO,,41894,36868,696,0,36046,85.9,887,2.11,4415,10.52,613,0,0,0,0,0,0,0,0,0,
825,2013,P157,UMNO,,37999,32969,698,0,33256,87.35,325,0.85,3829,10.06,661,0,0,0,0,0,0,0,0,0,
826,2013,P158,MCA,,90482,79754,1551,0,42246,46.63,11920,13.16,34601,38.19,1834,0,0,0,0,0,0,0,0,0,
827,2013,P159,UMNO,,101041,86845,112,0,47624,47.1,11133,11.01,38862,38.43,3502,0,0,0,0,0,0,0,0,0,
828,2013,P160,UMNO,,96321,79723,1287,0,49027,50.8,4745,4.92,41095,42.58,1648,0,0,0,0,0,0,0,0,0,
829,2013,P161,UMNO,,100490,85762,1486,0,47406,47.08,10019,9.95,41281,41.0,1989,0,0,0,0,0,0,0,0,0,
830,2013,P162,DAP,,106726,94865,1059,0,35960,33.65,13291,12.44,56004,52.41,1609,0,0,0,0,0,0,0,0,0,
831,2013,P163,DAP,,83991,74896,1432,0,27326,32.47,8596,10.22,47231,56.13,996,0,0,0,0,0,0,0,0,0,
832,2013,P164,UMNO,,49633,42754,873,0,34170,68.68,441,0.89,13673,27.48,1469,0,0,0,0,0,0,0,0,0,
833,2013,P165,MCA,,51875,45537,918,0,26212,50.41,554,1.07,24182,46.5,1052,0,0,0,0,0,0,0,0,0,
834,2013,P166,UMNO,,24474,19356,207,0,0,0.0,0,0.0,5670,23.18,637,0,0,0,0,14725,3425,0,0,0,
835,2013,P167,UMNO,,47249,36355,919,0,0,0.0,0,0.0,5097,10.78,1082,0,0,0,0,22394,18730,0,0,0,
836,2013,P168,PBS,,42197,33077,911,0,0,0.0,0,0.0,970,2.29,380,0,0,0,0,11042,29877,0,0,0,
837,2013,P169,UMNO,,51467,43423,1109,0,0,0.0,0,0.0,816,1.58,373,0,0,0,0,30276,20084,0,0,0,
838,2013,P170,UPKO,,48276,40748,795,0,0,0.0,0,0.0,2894,5.99,329,0,0,0,0,21207,23921,0,0,0,
839,2013,P171,UMNO,,53374,43416,1167,0,0,0.0,0,0.0,10385,19.46,1526,0,0,0,0,27533,13924,0,0,0,
840,2013,P172,DAP,,50516,39488,506,0,0,0.0,0,0.0,35541,70.28,906,0,0,0,0,7680,6442,0,0,0,
841,2013,P173,UPKO,,37490,29760,665,0,0,0.0,0,0.0,7066,18.87,969,0,0,0,0,23645,5771,0,0,0,
842,2013,P174,PKR,,44323,36553,454,0,0,0.0,0,0.0,14381,32.38,709,0,0,0,0,7052,22268,0,0,0,
843,2013,P175,UMNO,,38771,33194,499,0,0,0.0,0,0.0,3397,8.76,537,0,0,0,0,23373,11467,0,0,0,
844,2013,P176,UMNO,,26628,23128,453,0,0,0.0,0,0.0,1071,4.02,444,0,0,0,0,16062,9068,0,0,0,
845,2013,P177,UMNO,,30097,25949,559,0,0,0.0,0,0.0,2291,7.61,333,0,0,0,0,18377,9112,0,0,0,
846,2013,P178,UMNO,,29177,24329,539,0,0,0.0,0,0.0,1247,4.27,359,0,0,0,0,17025,10556,0,0,0,
847,2013,P179,UPKO,,39053,31396,666,0,0,0.0,0,0.0,763,1.95,172,0,0,0,0,4193,33974,0,0,0,
848,2013,P180,PBS,,43691,36098,555,0,0,0.0,0,0.0,4220,9.65,642,0,0,0,0,8073,30775,0,0,0,
849,2013,P181,UMNO,,25304,20926,632,0,0,0.0,0,0.0,3087,12.18,238,0,0,0,0,5300,16719,0,0,0,
850,2013,P182,PBRS,,26194,21379,483,0,0,0.0,0,0.0,376,1.43,171,0,0,0,0,3234,22456,0,0,0,
851,2013,P183,UMNO,,24688,18914,552,0,0,0.0,0,0.0,266,1.08,667,0,0,0,0,9892,13914,0,0,0,
852,2013,P184,UMNO,,39772,32017,714,0,0,0.0,0,0.0,8158,20.51,2766,0,0,0,0,22801,6056,0,0,0,
853,2013,P185,PBS,,30199,23356,574,0,0,0.0,0,0.0,10095,33.42,2159,0,0,0,0,15508,2444,0,0,0,
854,2013,P186,DAP,,37058,27889,525,0,0,0.0,0,0.0,19822,53.48,1647,0,0,0,0,12595,3001,0,0,0,
855,2013,P187,UMNO,,24748,19960,654,0,0,0.0,0,0.0,192,0.78,1434,0,0,0,0,10345,12776,0,0,0,
856,2013,P188,UMNO,,51662,39606,1077,0,0,0.0,0,0.0,6547,12.69,5280,0,0,0,0,32882,6881,0,0,0,
857,2013,P189,UMNO,,41549,31523,985,0,0,0.0,0,0.0,820,1.97,695,0,0,0,0,39688,404,0,0,0,
858,2013,P190,PBS,,51538,39658,789,0,0,0.0,0,0.0,19443,37.77,4095,0,0,0,0,25976,1959,0,0,0,
859,2013,P191,UMNO,,46793,36132,1027,0,0,0.0,0,0.0,5272,11.28,5759,0,0,0,0,32664,3026,0,0,0,
860,2013,P192,SPDP,,25771,20353,224,0,0,0.0,0,0.0,4933,19.1,83,0,0,0,0,3286,17519,0,0,0,
861,2013,P193,PBB,,37017,29207,394,0,0,0.0,0,0.0,3009,8.11,53,0,0,0,0,30835,3197,0,0,0,
862,2013,P194,PBB,,49750,37996,321,0,0,0.0,0,0.0,6145,12.33,391,0,0,0,0,39402,3901,0,0,0,
863,2013,P195,DAP,,53336,40825,201,0,0,0.0,0,0.0,48585,90.93,283,0,0,0,0,2785,1776,0,0,0,
864,2013,P196,DAP,,84732,65383,488,0,0,0.0,0,0.0,62125,73.24,978,0,0,0,0,10887,10830,0,0,0,
865,2013,P197,PBB,,38158,31531,528,0,0,0.0,0,0.0,4624,12.1,221,0,0,0,0,24856,8520,0,0,0,
866,2013,P198,PBB,,42344,32579,674,0,0,0.0,0,0.0,11316,26.68,185,0,0,0,0,5152,25762,0,0,0,
867,2013,P199,SUPP,,33713,26523,296,0,0,0.0,0,0.0,3568,10.57,86,0,0,0,0,4911,25199,0,0,0,
868,2013,P200,PBB,,19839,15521,227,0,0,0.0,0,0.0,1121,5.64,27,0,0,0,0,14590,4138,0,0,0,
869,2013,P201,PBB,,27360,20711,425,0,0,0.0,0,0.0,890,3.25,20,0,0,0,0,21041,5465,0,0,0,
870,2013,P202,PRS,,29789,22353,224,0,0,0.0,0,0.0,5078,17.0,62,0,0,0,0,6053,18684,0,0,0,
871,2013,P203,PRS,,19303,15138,143,0,0,0.0,0,0.0,1568,8.11,36,0,0,0,0,3548,14194,0,0,0,
872,2013,P204,PBB,,26322,20380,315,0,0,0.0,0,0.0,1870,7.09,58,0,0,0,0,13197,11253,0,0,0,
873,2013,P205,SPDP,,27562,22058,258,0,0,0.0,0,0.0,1903,6.89,37,0,0,0,0,12065,13625,0,0,0,
874,2013,P206,PBB,,19215,14344,238,0,0,0.0,0,0.0,1038,5.39,87,0,0,0,0,14241,3901,0,0,0,
875,2013,P207,PBB,,17771,13865,222,0,0,0.0,0,0.0,675,3.79,37,0,0,0,0,14470,2633,0,0,0,
876,2013,P208,DAP,,36550,28298,277,0,0,0.0,0,0.0,24043,65.67,73,0,0,0,0,4041,8454,0,0,0,
877,2013,P209,PRS,,22522,16957,278,0,0,0.0,0,0.0,1090,4.83,32,0,0,0,0,2757,18687,0,0,0,
878,2013,P210,PRS,,19433,13743,276,0,0,0.0,0,0.0,2346,12.04,34,0,0,0,0,3102,14008,0,0,0,
879,2013,P211,DAP,,57143,44900,304,0,0,0.0,0,0.0,41261,72.11,85,0,0,0,0,5808,10069,0,0,0,
880,2013,P212,DAP,,64601,51474,496,0,0,0.0,0,0.0,41844,64.64,176,0,0,0,0,12803,9909,0,0,0,
881,2013,P213,PBB,,26477,19838,417,0,0,0.0,0,0.0,2601,9.8,86,0,0,0,0,19730,4134,0,0,0,
882,2013,P214,PRS,,25461,20725,309,0,0,0.0,0,0.0,892,3.5,85,0,0,0,0,3395,21130,0,0,0,
883,2013,P215,PBB,,26195,17432,271,0,0,0.0,0,0.0,2697,10.26,71,0,0,0,0,5712,17803,0,0,0,
884,2013,P216,PRS,,21686,14742,213,0,0,0.0,0,0.0,285,1.31,343,0,0,0,0,4352,16792,0,0,0,
885,2013,P217,SPDP,,59893,45941,458,0,0,0.0,0,0.0,16734,27.87,128,0,0,0,0,17084,26087,0,0,0,
886,2013,P218,PBB,,28351,20918,288,0,0,0.0,0,0.0,6333,22.29,108,0,0,0,0,9438,12538,0,0,0,
887,2013,P219,PKR,,71170,52762,630,0,0,0.0,0,0.0,40915,57.39,393,0,0,0,0,18233,11746,0,0,0,
888,2013,P220,SPDP,,29385,18775,242,0,0,0.0,0,0.0,2651,8.99,156,0,0,0,0,6070,20621,0,0,0,
889,2013,P221,PBB,,24278,17859,162,0,0,0.0,0,0.0,4701,19.32,92,0,0,0,0,10952,8590,0,0,0,
890,2013,P222,PBB,,18845,14072,177,0,0,0.0,0,0.0,1806,9.56,108,0,0,0,0,8075,8894,0,0,0,
